duplicate_group_id,event_id,source,similarity_reason,duplicate_type,canonical_record,keep_for_training,notes
GRP-01556,EVT-IMCA-0985,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01557,EVT-IMCA-0986,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01558,EVT-IMCA-0987,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01559,EVT-IMCA-0988,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01560,EVT-IMCA-0989,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01561,EVT-IMCA-0990,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01562,EVT-IMCA-0991,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01563,EVT-IMCA-0992,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01564,EVT-IMCA-0993,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01565,EVT-IMCA-0994,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01566,EVT-IMCA-0995,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01567,EVT-IMCA-0996,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01568,EVT-IMCA-0997,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01569,EVT-IMCA-0998,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01570,EVT-IMCA-0999,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01571,EVT-IMCA-1000,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01572,EVT-IMCA-1001,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01573,EVT-IMCA-1002,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01574,EVT-IMCA-1003,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01575,EVT-IMCA-1004,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01576,EVT-IMCA-1005,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01577,EVT-IMCA-1006,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01578,EVT-IMCA-1007,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01579,EVT-IMCA-1008,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01580,EVT-IMCA-1009,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01581,EVT-IMCA-1010,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01582,EVT-IMCA-1011,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01583,EVT-IMCA-1012,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01584,EVT-IMCA-1013,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01585,EVT-IMCA-1014,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01586,EVT-IMCA-1015,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01587,EVT-IMCA-1016,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01588,EVT-IMCA-1017,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01589,EVT-IMCA-1018,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01590,EVT-IMCA-1019,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01591,EVT-IMCA-1020,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01592,EVT-IMCA-1021,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01593,EVT-IMCA-1022,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01594,EVT-IMCA-1023,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01595,EVT-IMCA-1024,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01596,EVT-IMCA-1025,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01597,EVT-IMCA-1026,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01598,EVT-IMCA-1027,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01599,EVT-IMCA-1028,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01600,EVT-IMCA-1029,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01601,EVT-IMCA-1030,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01602,EVT-IMCA-1031,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01603,EVT-IMCA-1032,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01604,EVT-IMCA-1033,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01605,EVT-IMCA-1034,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01606,EVT-IMCA-1035,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01607,EVT-IMCA-1036,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01608,EVT-IMCA-1037,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01609,EVT-IMCA-1038,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01610,EVT-IMCA-1039,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01611,EVT-IMCA-1040,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01612,EVT-IMCA-1041,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01613,EVT-IMCA-1042,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01614,EVT-IMCA-1043,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01615,EVT-IMCA-1044,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01616,EVT-IMCA-1045,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01617,EVT-IMCA-1046,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01618,EVT-IMCA-1047,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01619,EVT-IMCA-1048,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01620,EVT-IMCA-1049,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01621,EVT-IMCA-1050,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01622,EVT-IMCA-1051,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01623,EVT-IMCA-1052,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01624,EVT-IMCA-1053,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01625,EVT-IMCA-1054,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01626,EVT-IMCA-1055,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01627,EVT-IMCA-1056,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01628,EVT-IMCA-1057,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
GRP-01629,EVT-IMCA-1058,International Marine Contractors Association (IMCA),Canonical unique fingerprint,CANONICAL,True,False,Grouped for zero-leakage cross-validation splitting.
